번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
1854,성동종합사회복지관,1층 통합 사무실내,서울특별시,성동구,서민·복지시설,SKB,,2019-01,서울특별시 성동구 청계천로 506,,SKB,02-2286-5176,37.5702080,127.0334430,2020-12-20
1855,성동종합사회복지관,1층 승강기앞 로비,서울특별시,성동구,서민·복지시설,SKB,,2019-01,서울특별시 성동구 청계천로 506,,SKB,02-2286-5176,37.5702080,127.0334430,2020-12-20
1856,성동종합사회복지관,2층 신관 승강기 앞 로비,서울특별시,성동구,서민·복지시설,SKB,,2019-01,서울특별시 성동구 청계천로 506,,SKB,02-2286-5176,37.5702080,127.0334430,2020-12-20
1857,성동종합사회복지관,2층 승강기앞 로비,서울특별시,성동구,서민·복지시설,SKB,,2019-01,서울특별시 성동구 청계천로 506,,SKB,02-2286-5176,37.5702080,127.0334430,2020-12-20
1858,성동종합사회복지관,4층 복지관 사무실 내,서울특별시,성동구,서민·복지시설,SKB,,2019-01,서울특별시 성동구 청계천로 506,,SKB,02-2286-5176,37.5702080,127.0334430,2020-12-20
1859,성동종합사회복지관,4층 승강기앞 로비,서울특별시,성동구,서민·복지시설,SKB,,2019-01,서울특별시 성동구 청계천로 506,,SKB,02-2286-5176,37.5702080,127.0334430,2020-12-20
1860,성동종합사회복지관,1층 통합 사무실내,서울특별시,성동구,서민·복지시설,SKB,,2019-01,서울특별시 성동구 청계천로 506,,SKB,02-2286-5176,37.5701740,127.0333810,2020-12-20
1861,성동종합사회복지관,1층 승강기앞 로비,서울특별시,성동구,서민·복지시설,SKB,,2019-01,서울특별시 성동구 청계천로 506,,SKB,02-2286-5176,37.5701740,127.0333810,2020-12-20
1862,성동종합사회복지관,2층 신관 승강기 앞 로비,서울특별시,성동구,서민·복지시설,SKB,,2019-01,서울특별시 성동구 청계천로 506,,SKB,02-2286-5176,37.5701740,127.0333810,2020-12-20
1863,성동종합사회복지관,2층 승강기앞 로비,서울특별시,성동구,서민·복지시설,SKB,,2019-01,서울특별시 성동구 청계천로 506,,SKB,02-2286-5176,37.5701740,127.0333810,2020-12-20
1864,성동종합사회복지관,4층 복지관 사무실 내,서울특별시,성동구,서민·복지시설,SKB,,2019-01,서울특별시 성동구 청계천로 506,,SKB,02-2286-5176,37.5701740,127.0333810,2020-12-20
1865,성동종합사회복지관,4층 승강기앞 로비,서울특별시,성동구,서민·복지시설,SKB,,2019-01,서울특별시 성동구 청계천로 506,,SKB,02-2286-5176,37.5701740,127.0333810,2020-12-20
1866,옥수종합사회복지관,한림말길 16-5,서울특별시,성동구,서민·복지시설,미래부(LGU+),,2014-01,서울특별시 성동구 한림말길 16-5,,미래부(LGU+),02-2286-5176,37.5405800,127.0128450,2020-12-20
1867,옥수종합사회복지관,한림말길 16-5,서울특별시,성동구,서민·복지시설,미래부(LGU+),,2014-01,서울특별시 성동구 한림말길 16-5,,미래부(LGU+),02-2286-5176,37.5405800,127.0128450,2020-12-20
1868,옥수종합사회복지관,한림말길 16-5,서울특별시,성동구,서민·복지시설,미래부(LGU+),,2014-01,서울특별시 성동구 한림말길 16-5,,미래부(LGU+),02-2286-5176,37.5405800,127.0128450,2020-12-20
1869,옥수종합사회복지관,한림말길 16-5,서울특별시,성동구,서민·복지시설,미래부(LGU+),,2014-01,서울특별시 성동구 한림말길 16-5,,미래부(LGU+),02-2286-5176,37.5405800,127.0128450,2020-12-20
1870,청계천문화관,청계천문화관,서울특별시,성동구,지역문화시설,서울시,SEOUL,2012-01,서울특별시 성동구 청계천로 530,,서울시,02-2133-6864,37.5718470,127.0349680,2020-12-20
1871,청계천문화관,청계천문화관,서울특별시,성동구,지역문화시설,서울시,SEOUL,2012-01,서울특별시 성동구 청계천로 530,,서울시,02-2133-6864,37.5718470,127.0349680,2020-12-20
1872,청계천문화관,청계천문화관,서울특별시,성동구,지역문화시설,서울시,SEOUL,2012-01,서울특별시 성동구 청계천로 530,,서울시,02-2133-6864,37.5718470,127.0349680,2020-12-20
1873,청계천문화관,청계천문화관,서울특별시,성동구,지역문화시설,서울시,SEOUL,2012-01,서울특별시 성동구 청계천로 530,,서울시,02-2133-6864,37.5718470,127.0349680,2020-12-20
1874,동부수도사업소,본관 3F,서울특별시,성동구,관공서,서울시,SEOUL,2014-01,서울특별시 성동구 고산자로10길 13,,서울시,02-2133-6864,37.5592820,127.0353910,2020-12-20
1875,동부수도사업소,본관 3F,서울특별시,성동구,관공서,서울시,SEOUL,2014-01,서울특별시 성동구 고산자로10길 13,,서울시,02-2133-6864,37.5592820,127.0353910,2020-12-20
1876,동부수도사업소,본관 3F,서울특별시,성동구,관공서,서울시,SEOUL,2014-01,서울특별시 성동구 고산자로10길 13,,서울시,02-2133-6864,37.5592820,127.0353910,2020-12-20
1877,동부수도사업소,본관 3F,서울특별시,성동구,관공서,서울시,SEOUL,2014-01,서울특별시 성동구 고산자로10길 13,,서울시,02-2133-6864,37.5592820,127.0353910,2020-12-20
1878,동부수도사업소,본관 3F,서울특별시,성동구,관공서,서울시,SEOUL,2014-01,서울특별시 성동구 고산자로10길 13,,서울시,02-2133-6864,37.5592820,127.0353910,2020-12-20
1879,동부수도사업소,본관 2F,서울특별시,성동구,관공서,서울시,SEOUL,2014-01,서울특별시 성동구 고산자로10길 13,,서울시,02-2133-6864,37.5592820,127.0353910,2020-12-20
1880,동부수도사업소,본관 2F,서울특별시,성동구,관공서,서울시,SEOUL,2014-01,서울특별시 성동구 고산자로10길 13,,서울시,02-2133-6864,37.5592820,127.0353910,2020-12-20
1881,동부수도사업소,본관 2F,서울특별시,성동구,관공서,서울시,SEOUL,2014-01,서울특별시 성동구 고산자로10길 13,,서울시,02-2133-6864,37.5592820,127.0353910,2020-12-20
1882,동부수도사업소,본관 2F,서울특별시,성동구,관공서,서울시,SEOUL,2014-01,서울특별시 성동구 고산자로10길 13,,서울시,02-2133-6864,37.5592820,127.0353910,2020-12-20
1883,동부수도사업소,본관 1F,서울특별시,성동구,관공서,서울시,SEOUL,2014-01,서울특별시 성동구 고산자로10길 13,,서울시,02-2133-6864,37.5592820,127.0353910,2020-12-20
1884,동부수도사업소,본관 1F,서울특별시,성동구,관공서,서울시,SEOUL,2014-01,서울특별시 성동구 고산자로10길 13,,서울시,02-2133-6864,37.5592820,127.0353910,2020-12-20
1885,동부수도사업소,본관 1F,서울특별시,성동구,관공서,서울시,SEOUL,2014-01,서울특별시 성동구 고산자로10길 13,,서울시,02-2133-6864,37.5592820,127.0353910,2020-12-20
1886,동부수도사업소,본관 1F,서울특별시,성동구,관공서,서울시,SEOUL,2014-01,서울특별시 성동구 고산자로10길 13,,서울시,02-2133-6864,37.5592820,127.0353910,2020-12-20
1887,동부수도사업소,본관 B1F,서울특별시,성동구,관공서,서울시,SEOUL,2014-01,서울특별시 성동구 고산자로10길 13,,서울시,02-2133-6864,37.5592820,127.0353910,2020-12-20
1888,수도박물관,전시관,서울특별시,성동구,지역문화시설,서울시,SEOUL,2014-01,,서울특별시 성동구 성수동1가 642-1,서울시,02-2133-6864,37.5384290,127.0428040,2020-12-20
1889,수도박물관,별관,서울특별시,성동구,지역문화시설,서울시,SEOUL,2014-01,,서울특별시 성동구 성수동1가 642-1,서울시,02-2133-6864,37.5384290,127.0428040,2020-12-20
1890,수도박물관,본관 1F,서울특별시,성동구,지역문화시설,서울시,SEOUL,2014-01,,서울특별시 성동구 성수동1가 642-1,서울시,02-2133-6864,37.5384290,127.0428040,2020-12-20
1891,수도박물관,물과 환경 전시관 1F,서울특별시,성동구,지역문화시설,서울시,SEOUL,2014-01,,서울특별시 성동구 성수동1가 642-1,서울시,02-2133-6864,37.5384290,127.0428040,2020-12-20
1892,수도박물관,물과 환경 전시관 1F,서울특별시,성동구,지역문화시설,서울시,SEOUL,2014-01,,서울특별시 성동구 성수동1가 642-1,서울시,02-2133-6864,37.5384290,127.0428040,2020-12-20
1893,수도박물관,물과 환경 전시관 B1F,서울특별시,성동구,지역문화시설,서울시,SEOUL,2014-01,,서울특별시 성동구 성수동1가 642-1,서울시,02-2133-6864,37.5384290,127.0428040,2020-12-20
1894,수도박물관,별관옥상,서울특별시,성동구,지역문화시설,서울시,SEOUL,2018-01,,서울특별시 성동구 성수동1가 642-1,서울시,02-2133-6864,37.5384290,127.0428040,2020-12-20
1895,수도박물관,별관옥상,서울특별시,성동구,지역문화시설,서울시,SEOUL,2018-01,,서울특별시 성동구 성수동1가 642-1,서울시,02-2133-6864,37.5384290,127.0428040,2020-12-20
1896,한강사업본부,한강사업본부,서울특별시,성동구,관공서,서울시,SEOUL,2012-01,서울특별시 성동구 강변북로 257,,서울시,02-2133-6864,37.5392480,127.0421180,2020-12-20
1897,한강사업본부,한강사업본부,서울특별시,성동구,관공서,서울시,SEOUL,2012-01,서울특별시 성동구 강변북로 257,,서울시,02-2133-6864,37.5392480,127.0421180,2020-12-20
1898,한강사업본부,한강사업본부,서울특별시,성동구,관공서,서울시,SEOUL,2012-01,서울특별시 성동구 강변북로 257,,서울시,02-2133-6864,37.5392480,127.0421180,2020-12-20
1899,한강사업본부,한강사업본부,서울특별시,성동구,관공서,서울시,SEOUL,2012-01,서울특별시 성동구 강변북로 257,,서울시,02-2133-6864,37.5392480,127.0421180,2020-12-20
1900,한강사업본부,한강사업본부,서울특별시,성동구,관공서,서울시,SEOUL,2012-01,서울특별시 성동구 강변북로 257,,서울시,02-2133-6864,37.5392480,127.0421180,2020-12-20
1901,한강사업본부,한강사업본부,서울특별시,성동구,관공서,서울시,SEOUL,2012-01,서울특별시 성동구 강변북로 257,,서울시,02-2133-6864,37.5392480,127.0421180,2020-12-20
1902,한강사업본부,한강사업본부,서울특별시,성동구,관공서,서울시,SEOUL,2012-01,서울특별시 성동구 강변북로 257,,서울시,02-2133-6864,37.5392480,127.0421180,2020-12-20
1903,한강사업본부,한강사업본부,서울특별시,성동구,관공서,서울시,SEOUL,2012-01,서울특별시 성동구 강변북로 257,,서울시,02-2133-6864,37.5392480,127.0421180,2020-12-20
1904,한강사업본부,한강사업본부,서울특별시,성동구,관공서,서울시,SEOUL,2012-01,서울특별시 성동구 강변북로 257,,서울시,02-2133-6864,37.5392480,127.0421180,2020-12-20
1905,한강사업본부,한강사업본부,서울특별시,성동구,관공서,서울시,SEOUL,2012-01,서울특별시 성동구 강변북로 257,,서울시,02-2133-6864,37.5392480,127.0421180,2020-12-20
1906,중랑물재생센터 과학관,용답동 246(본관 3층 관리과),서울특별시,성동구,지역문화시설,서울시(삼성),SEOUL,2017-01,,서울특별시 성동구 용답동 246,서울시(삼성),02-2133-6864,37.5580400,127.0627930,2020-12-20
1907,시립동부노인전문요양센터,마장로23길 12,서울특별시,성동구,서민·복지시설,미래부(SKT),,2014-01,서울특별시 성동구 마장로23길 12,,미래부(SKT),02-2286-5176,37.5674960,127.0327810,2020-12-20
1908,시립동부노인전문요양센터,마장로23길 12,서울특별시,성동구,서민·복지시설,미래부(SKT),,2014-01,서울특별시 성동구 마장로23길 12,,미래부(SKT),02-2286-5176,37.5674960,127.0327810,2020-12-20
1909,시립동부노인전문요양센터,마장로23길 12,서울특별시,성동구,서민·복지시설,미래부(SKT),,2014-01,서울특별시 성동구 마장로23길 12,,미래부(SKT),02-2286-5176,37.5674960,127.0327810,2020-12-20
1910,시립동부노인전문요양센터,마장로23길 12,서울특별시,성동구,서민·복지시설,미래부(SKT),,2014-01,서울특별시 성동구 마장로23길 12,,미래부(SKT),02-2286-5176,37.5674960,127.0327810,2020-12-20
1911,시립동부노인전문요양센터,마장로23길 12,서울특별시,성동구,서민·복지시설,미래부(SKT),,2014-01,서울특별시 성동구 마장로23길 12,,미래부(SKT),02-2286-5176,37.5674960,127.0327810,2020-12-20
1912,시립동부노인전문요양센터,마장로23길 12,서울특별시,성동구,서민·복지시설,미래부(SKT),,2014-01,서울특별시 성동구 마장로23길 12,,미래부(SKT),02-2286-5176,37.5674960,127.0327810,2020-12-20
1913,시립동부노인전문요양센터,마장로23길 12,서울특별시,성동구,서민·복지시설,미래부(SKT),,2014-01,서울특별시 성동구 마장로23길 12,,미래부(SKT),02-2286-5176,37.5674960,127.0327810,2020-12-20
1914,시립동부노인전문요양센터,마장로23길 12,서울특별시,성동구,서민·복지시설,미래부(SKT),,2014-01,서울특별시 성동구 마장로23길 12,,미래부(SKT),02-2286-5176,37.5674960,127.0327810,2020-12-20
1915,시립동부노인전문요양센터,마장로23길 12,서울특별시,성동구,서민·복지시설,미래부(SKT),,2014-01,서울특별시 성동구 마장로23길 12,,미래부(SKT),02-2286-5176,37.5674960,127.0327810,2020-12-20
1916,시립동부노인전문요양센터,마장로23길 12,서울특별시,성동구,서민·복지시설,미래부(SKT),,2014-01,서울특별시 성동구 마장로23길 12,,미래부(SKT),02-2286-5176,37.5674960,127.0327810,2020-12-20
1917,시립동부노인전문요양센터,마장로23길 12,서울특별시,성동구,서민·복지시설,미래부(SKT),,2014-01,서울특별시 성동구 마장로23길 12,,미래부(SKT),02-2286-5176,37.5674960,127.0327810,2020-12-20
1918,시립동부노인전문요양센터,마장로23길 12,서울특별시,성동구,서민·복지시설,미래부(SKT),,2014-01,서울특별시 성동구 마장로23길 12,,미래부(SKT),02-2286-5176,37.5674960,127.0327810,2020-12-20
1919,시립동부노인전문요양센터,마장로23길 12,서울특별시,성동구,서민·복지시설,미래부(SKT),,2014-01,서울특별시 성동구 마장로23길 12,,미래부(SKT),02-2286-5176,37.5674960,127.0327810,2020-12-20
1920,시립동부노인전문요양센터,마장로23길 12,서울특별시,성동구,서민·복지시설,미래부(SKT),,2014-01,서울특별시 성동구 마장로23길 12,,미래부(SKT),02-2286-5176,37.5674960,127.0327810,2020-12-20
1921,시립동부노인전문요양센터,마장로23길 12,서울특별시,성동구,서민·복지시설,미래부(SKT),,2014-01,서울특별시 성동구 마장로23길 12,,미래부(SKT),02-2286-5176,37.5674960,127.0327810,2020-12-20
1922,시립동부노인전문요양센터,마장로23길 12,서울특별시,성동구,서민·복지시설,미래부(SKT),,2014-01,서울특별시 성동구 마장로23길 12,,미래부(SKT),02-2286-5176,37.5674960,127.0327810,2020-12-20
1923,시립동부노인전문요양센터,마장로23길 12,서울특별시,성동구,서민·복지시설,미래부(SKT),,2014-01,서울특별시 성동구 마장로23길 12,,미래부(SKT),02-2286-5176,37.5674960,127.0327810,2020-12-20
1924,시립동부노인전문요양센터,마장로23길 12,서울특별시,성동구,서민·복지시설,미래부(SKT),,2014-01,서울특별시 성동구 마장로23길 12,,미래부(SKT),02-2286-5176,37.5674960,127.0327810,2020-12-20
1925,비젼트레이닝센터,"용답동 250-1, 가동 1층 좌측 복도",서울특별시,성동구,교육시설,서울시(삼성),SEOUL,2018-01,서울특별시 성동구 자동차시장길 48,,서울시(삼성),02-2133-6864,37.6045140,127.1071940,2020-12-20
1926,비젼트레이닝센터,"용답동 250-1, 가동 1층 식당앞 복도",서울특별시,성동구,교육시설,서울시(삼성),SEOUL,2018-01,서울특별시 성동구 자동차시장길 48,,서울시(삼성),02-2133-6864,37.6045140,127.1071940,2020-12-20
1927,비젼트레이닝센터,"용답동 250-1, 가동 2층 좌측 복도",서울특별시,성동구,교육시설,서울시(삼성),SEOUL,2018-01,서울특별시 성동구 자동차시장길 48,,서울시(삼성),02-2133-6864,37.6045140,127.1071940,2020-12-20
1928,비젼트레이닝센터,"용답동 250-1, 가동 2층 우측 복도",서울특별시,성동구,교육시설,서울시(삼성),SEOUL,2018-01,서울특별시 성동구 자동차시장길 48,,서울시(삼성),02-2133-6864,37.6045140,127.1071940,2020-12-20
1929,비젼트레이닝센터,"용답동 250-1, 나동 1층 행정실앞",서울특별시,성동구,교육시설,서울시(삼성),SEOUL,2018-01,서울특별시 성동구 자동차시장길 48,,서울시(삼성),02-2133-6864,37.6045140,127.1071940,2020-12-20
