번호	설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치연월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	WGS84위도	WGS84경도	데이터기준일자
3707	중계1동주민센터	중계1동주민센터3층	서울특별시	노원구	관공서	서울특별시 노원구청	PublicWiFi Seoul	Apr-21	서울특별시 노원구 한글비석로 279		서울특별시 노원구청	02-2116-3434	37.6525561	127.077479	2022-08-28
3708	월계2동주민센터	월계2동주민센터지하1층	서울특별시	노원구	관공서	서울특별시 노원구청	PublicWiFi Seoul	Apr-21	서울특별시 노원구 초안산로5길 28		서울특별시 노원구청	02-2116-3434	37.6324948	127.0507309	2022-08-28
3709	상계숲속작은도서관	상계숲속작은도서관	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Apr-21	서울특별시 노원구 동일로227길 106		서울특별시 노원구청	02-2116-3434	37.6694435	127.0504299	2022-08-28
3710	상계5동주민센터	상계5동주민센터2층	서울특별시	노원구	관공서	서울특별시 노원구청	PublicWiFi Seoul	Apr-21	서울특별시 노원구 한글비석로 434		서울특별시 노원구청	02-2116-3434	37.6629695	127.0693944	2022-08-28
3711	상계3.4동주민센터	상계3.4동주민센터3층	서울특별시	노원구	관공서	서울특별시 노원구청	PublicWiFi Seoul	Apr-21	서울특별시 노원구 덕릉로 859		서울특별시 노원구청	02-2116-3434	37.6729217	127.0832196	2022-08-28
3712	상계1동주민센터	상계1동주민센터3층	서울특별시	노원구	관공서	서울특별시 노원구청	PublicWiFi Seoul	Apr-21	서울특별시 노원구 동일로 1697		서울특별시 노원구청	02-2116-3434	37.6799119	127.0549361	2022-08-28
3713	노원우주학교	노원우주학교3층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Apr-21	서울특별시 노원구 동일로205길 13		서울특별시 노원구청	02-2116-3434	37.6408296	127.0653907	2022-08-28
3714	노원구청	노원구청별관지하1층	서울특별시	노원구	관공서	서울특별시 노원구청	PublicWiFi Seoul	Apr-21	서울특별시 노원구 노해로 437		서울특별시 노원구청	02-2116-3434	37.6543566	127.0564207	2022-08-28
3715	노원구청	노원구청신관4층	서울특별시	노원구	관공서	서울특별시 노원구청	PublicWiFi Seoul	Apr-21	서울특별시 노원구 노해로 437		서울특별시 노원구청	02-2116-3434	37.6543566	127.0564207	2022-08-28
3716	노원구청	노원구청본관3층	서울특별시	노원구	관공서	서울특별시 노원구청	PublicWiFi Seoul	Apr-21	서울특별시 노원구 노해로 437		서울특별시 노원구청	02-2116-3434	37.6543566	127.0564207	2022-08-28
3717	노원구청	노원구청본관5층	서울특별시	노원구	관공서	서울특별시 노원구청	PublicWiFi Seoul	Apr-21	서울특별시 노원구 노해로 437		서울특별시 노원구청	02-2116-3434	37.6543566	127.0564207	2022-08-28
3718	노원구청	노원구청본관6층	서울특별시	노원구	관공서	서울특별시 노원구청	PublicWiFi Seoul	Apr-21	서울특별시 노원구 노해로 437		서울특별시 노원구청	02-2116-3434	37.6543566	127.0564207	2022-08-28
3719	노원 평생교육원	노원평생교육원3층	서울특별시	노원구	교육시설	서울특별시 노원구청	PublicWiFi Seoul	Apr-21	서울특별시 노원구 동일로217길 48		서울특별시 노원구청	02-2116-3434	37.6530268	127.058012	2022-08-28
3720	상계문화정보도서관	상계문화정보도서관4층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Nov-21	서울특별시 노원구 동일로243길 57		서울특별시 노원구청	02-2116-3434	37.6785167	127.0519841	2022-08-28
3721	상계문화정보도서관	상계문화정보도서관4층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Nov-21	서울특별시 노원구 동일로243길 57		서울특별시 노원구청	02-2116-3434	37.6785167	127.0519841	2022-08-28
3722	상계문화정보도서관	상계문화정보도서관4층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Nov-21	서울특별시 노원구 동일로243길 57		서울특별시 노원구청	02-2116-3434	37.6785167	127.0519841	2022-08-28
3723	상계문화정보도서관	상계문화정보도서관3층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Nov-21	서울특별시 노원구 동일로243길 57		서울특별시 노원구청	02-2116-3434	37.6785167	127.0519841	2022-08-28
3724	상계문화정보도서관	상계문화정보도서관3층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Nov-21	서울특별시 노원구 동일로243길 57		서울특별시 노원구청	02-2116-3434	37.6785167	127.0519841	2022-08-28
3725	상계문화정보도서관	상계문화정보도서관2층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Nov-21	서울특별시 노원구 동일로243길 57		서울특별시 노원구청	02-2116-3434	37.6785167	127.0519841	2022-08-28
3726	상계문화정보도서관	상계문화정보도서관2층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Nov-21	서울특별시 노원구 동일로243길 57		서울특별시 노원구청	02-2116-3434	37.6785167	127.0519841	2022-08-28
3727	상계문화정보도서관	상계문화정보도서관1층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Nov-21	서울특별시 노원구 동일로243길 57		서울특별시 노원구청	02-2116-3434	37.6785167	127.0519841	2022-08-28
3728	상계문화정보도서관	상계문화정보도서관1층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Nov-21	서울특별시 노원구 동일로243길 57		서울특별시 노원구청	02-2116-3434	37.6785167	127.0519841	2022-08-28
3729	상계문화정보도서관	상계문화정보도서관지하1층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Nov-21	서울특별시 노원구 동일로243길 57		서울특별시 노원구청	02-2116-3434	37.6785167	127.0519841	2022-08-28
3730	상계3.4동주민센터	상계3.4동주민센터4층	서울특별시	노원구	관공서	서울특별시 노원구청	PublicWiFi Seoul	Nov-21	서울특별시 노원구 덕릉로 859		서울특별시 노원구청	02-2116-3434	37.6729217	127.0832196	2022-08-28
3731	상계3.4동주민센터	상계3.4동주민센터4층	서울특별시	노원구	관공서	서울특별시 노원구청	PublicWiFi Seoul	Nov-21	서울특별시 노원구 덕릉로 859		서울특별시 노원구청	02-2116-3434	37.6729217	127.0832196	2022-08-28
3732	양지근린공원	양지근린공원(공원226)	서울특별시	노원구	편의시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 중계동 362		서울특별시 노원구청	02-2116-3434	37.6472796	127.0755645	2022-08-28
3733	양지근린공원	양지근린공원(공원225)	서울특별시	노원구	편의시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 중계동 362		서울특별시 노원구청	02-2116-3434	37.6469415	127.0760509	2022-08-28
3734	수락산도시자연공원	수락산 등산로 입구(공원44)	서울특별시	노원구	편의시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 동일로242길 123		서울특별시 노원구청	02-2116-3434	37.6772618	127.0645447	2022-08-28
3735	수락산도시자연공원	수락산 등산로 입구(공원40)	서울특별시	노원구	편의시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 동일로250길 83		서울특별시 노원구청	02-2116-3434	37.6835453	127.0647914	2022-08-28
3736	수락산도시자연공원	수락산 등산로 입구(공원39)	서울특별시	노원구	편의시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 동일로250길 83		서울특별시 노원구청	02-2116-3434	37.6829832	127.0627063	2022-08-28
3737	수락산도시자연공원	수락산 등산로 입구(공원38)	서울특별시	노원구	편의시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 동일로250길 83		서울특별시 노원구청	02-2116-3434	37.6822236	127.0595611	2022-08-28
3738	불암산도시자연공원	불암산 등산로 입구(공원267)	서울특별시	노원구	편의시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 중계동 산26		서울특별시 노원구청	02-2116-3434	37.6616767	127.0813321	2022-08-28
3739	불암산도시자연공원	불암산 등산로 입구(공원266)	서울특별시	노원구	편의시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 중계동 산26		서울특별시 노원구청	02-2116-3434	37.6616278	127.082068	2022-08-28
3740	경춘선숲길공원	"경춘선숲길공원(공원209, 육사야구장)"	서울특별시	노원구	편의시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 화랑로 682		서울특별시 노원구청	02-2116-3434	37.6296126	127.0985449	2022-08-28
3741	경춘선숲길공원	경춘선숲길공원(공원244)	서울특별시	노원구	편의시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 공릉로51길 20		서울특별시 노원구청	02-2116-3434	37.6292132	127.074249	2022-08-28
3742	경춘선숲길공원	경춘선숲길공원(공원243)	서울특별시	노원구	편의시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 공릉로51길 20		서울특별시 노원구청	02-2116-3434	37.6286101	127.075263	2022-08-28
3743	경춘선숲길공원	경춘선숲길공원(공원242)	서울특별시	노원구	편의시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 공릉로51길 20		서울특별시 노원구청	02-2116-3434	37.6283918	127.0758844	2022-08-28
3744	경춘선숲길공원	경춘선숲길공원(공원241)	서울특별시	노원구	편의시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 공릉로51길 20		서울특별시 노원구청	02-2116-3434	37.6273497	127.0764025	2022-08-28
3745	노원수학문화관	수학문화관4층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 한글비석로19길 20		서울특별시 노원구청	02-2116-3434	37.6581815	127.0724188	2022-08-28
3746	노원수학문화관	수학문화관4층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 한글비석로19길 20		서울특별시 노원구청	02-2116-3434	37.6581815	127.0724188	2022-08-28
3747	노원수학문화관	수학문화관3층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 한글비석로19길 20		서울특별시 노원구청	02-2116-3434	37.6581815	127.0724188	2022-08-28
3748	노원수학문화관	수학문화관3층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 한글비석로19길 20		서울특별시 노원구청	02-2116-3434	37.6581815	127.0724188	2022-08-28
3749	노원수학문화관	수학문화관3층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 한글비석로19길 20		서울특별시 노원구청	02-2116-3434	37.6581815	127.0724188	2022-08-28
3750	노원수학문화관	수학문화관1층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Oct-21	서울특별시 노원구 한글비석로19길 20		서울특별시 노원구청	02-2116-3434	37.6581815	127.0724188	2022-08-28
3751	노원구청	노원구청별관(인산빌딩)6층	서울특별시	노원구	관공서	서울특별시 노원구청	PublicWiFi Seoul	Apr-21	서울특별시 노원구 노해로 455		서울특별시 노원구청	02-2116-3434	37.6541952	127.0585313	2022-08-28
3752	노원구청	노원구청별관(인산빌딩)5층	서울특별시	노원구	관공서	서울특별시 노원구청	PublicWiFi Seoul	Apr-21	서울특별시 노원구 노해로 455		서울특별시 노원구청	02-2116-3434	37.6541952	127.0585313	2022-08-28
3753	노원구청	노원구청별관(인산빌딩)4층	서울특별시	노원구	관공서	서울특별시 노원구청	PublicWiFi Seoul	Apr-21	서울특별시 노원구 노해로 455		서울특별시 노원구청	02-2116-3434	37.6541952	127.0585313	2022-08-28
3754	노원마을미디어센터	노원마을미디어센터4층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Dec-21	서울특별시 노원구 노원로26가길 14		서울특별시 노원구청	02-2116-3434	37.6531878	127.0699404	2022-08-28
3755	노원마을미디어센터	노원마을미디어센터3층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Dec-21	서울특별시 노원구 노원로26가길 14		서울특별시 노원구청	02-2116-3434	37.6531878	127.0699404	2022-08-28
3756	노원마을미디어센터	노원마을미디어센터2층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Dec-21	서울특별시 노원구 노원로26가길 14		서울특별시 노원구청	02-2116-3434	37.6531878	127.0699404	2022-08-28
3757	노원마을미디어센터	노원마을미디어센터1층	서울특별시	노원구	지역문화시설	서울특별시 노원구청	PublicWiFi Seoul	Dec-21	서울특별시 노원구 노원로26가길 14		서울특별시 노원구청	02-2116-3434	37.6531878	127.0699404	2022-08-28
3758	월계문화복지센터	월계문화복지센터3층	서울특별시	노원구	서민·복지시설	서울특별시 노원구청	PublicWiFi Seoul	Jul-21	서울특별시 노원구 월계로42길9		서울특별시 노원구청	02-2116-3434	37.6242606	127.0507838	2022-08-28
3759	월계문화복지센터	월계문화복지센터3층	서울특별시	노원구	서민·복지시설	서울특별시 노원구청	PublicWiFi Seoul	Jul-21	서울특별시 노원구 월계로42길9		서울특별시 노원구청	02-2116-3434	37.6242606	127.0507838	2022-08-28
3760	월계문화복지센터	월계문화복지센터2층	서울특별시	노원구	서민·복지시설	서울특별시 노원구청	PublicWiFi Seoul	Jul-21	서울특별시 노원구 월계로42길9		서울특별시 노원구청	02-2116-3434	37.6242606	127.0507838	2022-08-28
